,baseMean,log2FoldChange,padj,seed_ortholog,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
NODE_15_length_78850_cov_450.708205_28,11596.8539283057,8.4755501706347,8.5275772052421e-94,203124.Tery_4723,4.3300000000000003e-103,185.4,309.0,"COG0457@1|root,COG0457@2|Bacteria,1GD9U@1117|Cyanobacteria",1117|Cyanobacteria,S,PFAM TPR repeat Tetratricopeptide TPR_2,-,-,-,-,protein O-GlcNAc transferase [EC:2.4.1.255],-,Significant
NODE_80_length_38919_cov_869.755455_23,48.5071414347908,8.4931085583607,3.02987842666693e-07,32057.KB217483_gene9527,0.000499,,42.7,"COG4467@1|root,COG4467@2|Bacteria,1G4QI@1117|Cyanobacteria,1HPJG@1161|Nostocales",1117|Cyanobacteria,S,Involved in initiation control of chromosome replication,-,-,-,-,,-,Significant
NODE_52_length_51813_cov_688.393659_32,48.7624646898323,8.50058820621743,1.19501794458612e-07,323261.Noc_1879,2.42e-09,,57.4,"COG0464@1|root,COG0464@2|Bacteria,1NF48@1224|Proteobacteria,1RQNE@1236|Gammaproteobacteria,1WWYQ@135613|Chromatiales",135613|Chromatiales,O,ATPase family associated with various cellular activities (AAA),-,-,-,-,,-,Significant
NODE_35_length_61288_cov_468.205657_37,49.0084076011259,8.50794606516196,3.19190556196077e-07,313612.L8106_05690,3.58e-07,,48.9,"2E4NX@1|root,32ZHQ@2|Bacteria,1G85Y@1117|Cyanobacteria,1HD8A@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_62_length_46238_cov_699.035316_35,245.563337253077,8.51878711287433,7.13982739536772e-18,203124.Tery_1239,3.47e-143,,419.0,"COG1262@1|root,COG1262@2|Bacteria,1GQW8@1117|Cyanobacteria,1H81P@1150|Oscillatoriales",1117|Cyanobacteria,S,Sulfatase-modifying factor enzyme 1,-,-,-,-,,-,Significant
NODE_126_length_28695_cov_1005.276920_10,128.888157350931,8.52116454806637,5.5954149022412396e-11,203124.Tery_1835,9.13e-14,,71.6,"COG0739@1|root,COG1566@1|root,COG1572@1|root,COG3391@1|root,COG4932@1|root,COG0739@2|Bacteria,COG1566@2|Bacteria,COG1572@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,1GPV0@1117|Cyanobacteria,1HFQY@1150|Oscillatoriales",2|Bacteria,M,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family,VPA1172,-,3.4.24.40,"ko:K01406,ko:K13276,ko:K20276",,"ko01503,ko02024,map01503,map02024",Significant
NODE_242_length_16270_cov_601.892754_3,12158.8194789558,8.52689347543058,8.506455413663878e-56,203124.Tery_2325,6.2300000000000005e-37,115.0,125.0,"arCOG03092@1|root,32YMQ@2|Bacteria,1G7U9@1117|Cyanobacteria,1HCCG@1150|Oscillatoriales",1117|Cyanobacteria,S,"Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth. GvpA type proteins form the essential core of the structure",gvpA,-,-,-,gas vesicle structural protein,-,Significant
NODE_15_length_78850_cov_450.708205_57,49.6653572383907,8.52702791905602,1.2135391498053e-07,927677.ALVU02000001_gene2695,3.54e-06,,48.5,"COG4636@1|root,COG4636@2|Bacteria,1G51R@1117|Cyanobacteria,1H6P1@1142|Synechocystis",1117|Cyanobacteria,S,Putative restriction endonuclease,-,-,-,-,,-,Significant
NODE_153_length_24944_cov_757.707019_9,49.6994493413375,8.52813188549581,1.76537122795838e-07,203124.Tery_1694,9.21e-58,,181.0,"COG3415@1|root,COG3415@2|Bacteria,1G8B4@1117|Cyanobacteria,1HH5K@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_53925_length_253_cov_1512.909091_1,49.9314512290608,8.53477707551402,8.39505789907432e-08,203124.Tery_2814,1.42e-39,,145.0,"COG1572@1|root,COG2931@1|root,COG1572@2|Bacteria,COG2931@2|Bacteria,1GQZ7@1117|Cyanobacteria,1HAG0@1150|Oscillatoriales",2|Bacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_98417_length_211_cov_307.121795_1,857.906507396884,8.54384918685476,4.22308161737863e-40,203124.Tery_1891,3.45e-09,,56.2,"COG2931@1|root,COG2931@2|Bacteria,1GQZ6@1117|Cyanobacteria,1H9P5@1150|Oscillatoriales",2|Bacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_477_length_7349_cov_451.403482_2,50.2543081456611,8.54415237377865,1.6573359517239e-07,43989.cce_1728,0.000124,,44.7,"COG5433@1|root,COG5433@2|Bacteria,1G0VN@1117|Cyanobacteria,3KHBS@43988|Cyanothece",1117|Cyanobacteria,L,PFAM transposase IS4 family protein,-,-,-,-,,-,Significant
NODE_3499_length_816_cov_386.544021_1,476.425498835187,8.55387671372533,1.6465929059555801e-21,203124.Tery_1906,6.430000000000001e-125,,395.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_269_length_14294_cov_525.524756_13,50.6635212366157,8.55586298571415,2.06730725073241e-07,203124.Tery_2265,3.6e-61,87.0,199.0,"COG0500@1|root,COG0500@2|Bacteria,1GHCT@1117|Cyanobacteria,1HHS8@1150|Oscillatoriales",1117|Cyanobacteria,Q,Putative zinc binding domain,-,-,-,-,"NDP-4-keto-2,6-dideoxyhexose 3-C-methyltransferase [EC:2.1.1.-]",-,Significant
NODE_63_length_45946_cov_437.218714_20,132.963115123665,8.56121617980806,2.7054277795179697e-12,203124.Tery_2285,2.1900000000000002e-80,,238.0,"2EANF@1|root,334QY@2|Bacteria,1G8NF@1117|Cyanobacteria,1HC53@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_210_length_19150_cov_1816.967321_7,133.715370557985,8.57061970975843,5.17858782768606e-12,313612.L8106_09746,3.63e-116,182.8,351.0,"COG0661@1|root,COG0661@2|Bacteria,1G11X@1117|Cyanobacteria,1H70M@1150|Oscillatoriales",1117|Cyanobacteria,S,Unusual protein kinase,-,-,-,-,ubiquinone biosynthesis protein,-,Significant
NODE_1169_length_2145_cov_456.790909_1,249.904553549609,8.57508823698385,1.1404064317249902e-19,203124.Tery_2585,0.0,152.8,1056.0,"COG1262@1|root,COG4886@1|root,COG1262@2|Bacteria,COG4886@2|Bacteria,1G0ZT@1117|Cyanobacteria",1117|Cyanobacteria,D,PFAM Formylglycine-generating sulfatase enzyme,-,-,-,-,internalin A,-,Significant
NODE_27_length_64413_cov_610.830619_34,248.340155057216,8.58050916102833,1.14077914425746e-13,203124.Tery_1368,1.5799999999999998e-150,126.8,423.0,"COG4976@1|root,COG4976@2|Bacteria,1G4GJ@1117|Cyanobacteria,1H7MT@1150|Oscillatoriales",1117|Cyanobacteria,Q,Methyltransferase domain,-,-,-,-,methyltransferase-like protein 27 [EC:2.1.1.-],-,Significant
NODE_83_length_38371_cov_509.963905_21,3052.80269978332,8.58524392980344,4.1240807664759296e-43,203124.Tery_5016,0.0,922.4,1505.0,"COG1523@1|root,COG1523@2|Bacteria,1G0PW@1117|Cyanobacteria,1H8QW@1150|Oscillatoriales",1117|Cyanobacteria,G,Belongs to the glycosyl hydrolase 13 family,-,-,3.2.1.68,ko:K01214,isoamylase [EC:3.2.1.68],"ko00500,ko01100,ko01110,map00500,map01100,map01110",Significant
NODE_81_length_38786_cov_459.313083_9,52.1212588505421,8.59673749398008,5.33425434347724e-08,203124.Tery_1717,0.000767,,43.1,"2DBFF@1|root,2Z8YA@2|Bacteria,1G2KB@1117|Cyanobacteria,1HE5F@1150|Oscillatoriales",1117|Cyanobacteria,L,Helix-turn-helix of DDE superfamily endonuclease,-,-,-,-,,-,Significant
NODE_33_length_62040_cov_935.996967_5,52.387387188601,8.6041602202968,8.91627640978802e-07,927677.ALVU02000006_gene479,8.31e-09,,54.7,"COG3293@1|root,COG3293@2|Bacteria,1GHMS@1117|Cyanobacteria",1117|Cyanobacteria,L,Transposase DDE domain,-,-,-,-,,-,Significant
NODE_58_length_47488_cov_498.600194_26,52.5847219932978,8.60956939605344,2.08566003850184e-07,1469607.KK073769_gene6296,3.06e-08,,55.8,"COG3293@1|root,COG3293@2|Bacteria,1G0BW@1117|Cyanobacteria,1HNSC@1161|Nostocales",1117|Cyanobacteria,L,transposase,-,-,-,ko:K07492,,-,Significant
NODE_15_length_78850_cov_450.708205_52,3890.84629106293,8.6109834968279,1.2536255049146399e-40,203124.Tery_4701,7.62e-51,103.1,162.0,"COG0724@1|root,COG0724@2|Bacteria,1G7Q7@1117|Cyanobacteria,1HBIK@1150|Oscillatoriales",1117|Cyanobacteria,S,"PFAM RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",-,-,-,-,cold-inducible RNA-binding protein,-,Significant
NODE_98413_length_211_cov_441.403846_1,52.9453132387,8.619282146476,6.17017921514118e-08,203124.Tery_4497,6.35e-36,46.4,134.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,solute carrier family 8 (sodium/calcium exchanger),"ko02024,map02024",Significant
NODE_147_length_25655_cov_455.319180_6,87.9985432951275,8.62656597929325,1.75848202839983e-10,203124.Tery_3600,1.03e-10,,60.1,"2DBR1@1|root,2ZAHV@2|Bacteria,1G2D5@1117|Cyanobacteria,1H9S8@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Transposase DDE domain,-,-,-,-,,-,Significant
NODE_83_length_38371_cov_509.963905_18,5338.25818174775,8.6321890848137,4.54026888957009e-22,203124.Tery_5019,2.27e-145,111.2,409.0,"COG0693@1|root,COG0693@2|Bacteria,1G301@1117|Cyanobacteria,1H8X8@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM ThiJ PfpI,-,-,3.5.1.124,ko:K05520,deglycase [EC:3.5.1.124],-,Significant
NODE_3690_length_788_cov_429.788540_1,141.133822927142,8.63467962325968,1.4758288359560598e-12,203124.Tery_0657,3.62e-142,80.1,433.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,adhesion G-protein coupled receptor V1,"ko02024,map02024",Significant
NODE_198_length_20208_cov_384.410311_11,53.5399610469966,8.63554345164744,1.8864938941968e-07,203124.Tery_4546,2.02e-32,,114.0,"COG3385@1|root,COG3385@2|Bacteria,1G3DG@1117|Cyanobacteria",1117|Cyanobacteria,L,PFAM Transposase DDE domain,-,-,-,-,,-,Significant
NODE_45_length_56506_cov_437.675276_30,12220.0455723733,8.63875837912212,3.72973113964182e-95,203124.Tery_0201,0.0,309.3,983.0,"COG0520@1|root,COG0520@2|Bacteria,1G5MD@1117|Cyanobacteria,1HEDZ@1150|Oscillatoriales",1117|Cyanobacteria,E,Aminotransferase class-V,-,-,2.8.1.7,ko:K04487,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],"ko00730,ko01100,ko04122,map00730,map01100,map04122",Significant
NODE_6918_length_545_cov_527.532653_1,53.8066368872242,8.64264898162233,3.42644507580344e-08,203124.Tery_2496,9.28e-97,,312.0,"COG1413@1|root,COG5635@1|root,COG1413@2|Bacteria,COG5635@2|Bacteria,1G1Y8@1117|Cyanobacteria,1H969@1150|Oscillatoriales",1117|Cyanobacteria,CT,Nacht domain,-,-,-,-,,-,Significant
NODE_52_length_51813_cov_688.393659_42,141.149122491429,8.64735993401839,1.29238467888647e-12,203124.Tery_1694,2.75e-59,,185.0,"COG3415@1|root,COG3415@2|Bacteria,1G8B4@1117|Cyanobacteria,1HH5K@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_13551_length_389_cov_375.380240_1,206.378065908669,8.65491140414153,1.31917861692506e-16,203124.Tery_1773,6.859999999999999e-45,40.5,163.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,solute carrier family 8 (sodium/calcium exchanger),"ko02024,map02024",Significant
NODE_14268_length_380_cov_1074.006154_1,54.2751120392824,8.65515384056583,2.9904916557044e-08,203124.Tery_1772,1.64e-46,,165.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,,"ko02024,map02024",Significant
NODE_42144_length_265_cov_861.271429_1,54.3066225733227,8.65595267461766,2.71108759143183e-08,203124.Tery_3470,1.08e-40,,149.0,"COG2373@1|root,COG2911@1|root,COG2931@1|root,COG5625@1|root,COG2373@2|Bacteria,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5625@2|Bacteria,1G0DX@1117|Cyanobacteria,1H8AY@1150|Oscillatoriales",1117|Cyanobacteria,Q,COG2931 RTX toxins and related Ca2 -binding,-,-,-,-,,-,Significant
NODE_1347_length_1809_cov_519.891676_1,11303.921032675,8.66324531288701,1.6754803620505203e-67,203124.Tery_1892,0.0,,1101.0,"COG2931@1|root,COG2931@2|Bacteria,1GD0Z@1117|Cyanobacteria,1HEQ0@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_121_length_29058_cov_381.760370_15,142.807475109637,8.6658763987596,2.93281602046891e-12,1179773.BN6_35850,0.000118,,49.3,"28X47@1|root,2ZJ2Q@2|Bacteria",2|Bacteria,-,-,-,-,-,-,,-,Significant
NODE_44_length_57126_cov_1085.996355_35,54.7562065178078,8.66790422800918,3.31454269465774e-08,399741.Spro_0121,0.00011,41.3,45.1,"COG1028@1|root,COG1028@2|Bacteria,1QIZD@1224|Proteobacteria,1RTSB@1236|Gammaproteobacteria,4031E@613|Serratia",1236|Gammaproteobacteria,IQ,Enoyl-(Acyl carrier protein) reductase,-,-,1.1.1.100,ko:K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212",Significant
NODE_1465_length_1657_cov_218.775905_1,55.0285723895839,8.67501876455267,2.20246269593721e-08,203124.Tery_3069,1.55e-106,,309.0,"2C0EX@1|root,2Z8WN@2|Bacteria,1G3PZ@1117|Cyanobacteria,1HDIX@1150|Oscillatoriales",1117|Cyanobacteria,S,IMG reference gene,-,-,-,-,,-,Significant
NODE_63_length_45946_cov_437.218714_29,149.288931918897,8.67868397046918,9.9364391929191e-13,203124.Tery_4094,4.58e-27,,106.0,"2C3PP@1|root,2Z954@2|Bacteria,1G4Y7@1117|Cyanobacteria,1H94H@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_37_length_60140_cov_423.173171_29,55.3003426728471,8.68216544491526,2.69464475447967e-08,35725.K2SU12,0.000234,43.5,43.9,"COG5265@1|root,KOG0056@2759|Eukaryota,38VMP@33154|Opisthokonta,3P0GZ@4751|Fungi,3QR4W@4890|Ascomycota,1ZYH8@147541|Dothideomycetes",4751|Fungi,Q,ABC transporter transmembrane region,-,-,-,-,"ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]",-,Significant
NODE_13709_length_387_cov_944.587349_1,55.4579434293928,8.68620108413361,2.26687365675085e-08,203124.Tery_4498,8.27e-78,65.9,256.0,"COG3391@1|root,COG3391@2|Bacteria,1G0EB@1117|Cyanobacteria,1H803@1150|Oscillatoriales",1117|Cyanobacteria,G,PFAM Na-Ca exchanger integrin-beta4 peptidase-like FG-GAP,-,-,-,ko:K20276,solute carrier family 8 (sodium/calcium exchanger),"ko02024,map02024",Significant
NODE_210_length_19150_cov_1816.967321_8,55.8735039657086,8.69707703957533,5.59983418491688e-08,402777.KB235898_gene5116,1.3400000000000002e-35,64.2,134.0,"COG0661@1|root,COG0661@2|Bacteria,1G11X@1117|Cyanobacteria,1H70M@1150|Oscillatoriales",1117|Cyanobacteria,S,Unusual protein kinase,-,-,-,-,ubiquinone biosynthesis protein,-,Significant
NODE_242_length_16270_cov_601.892754_10,775.196503962078,8.7026032458867,4.00994400207329e-21,203124.Tery_0789,1.8099999999999997e-30,,108.0,"COG3677@1|root,COG3677@2|Bacteria,1GI5D@1117|Cyanobacteria,1HGQM@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase,-,-,-,-,,-,Significant
NODE_1173_length_2135_cov_3247.980769_5,56.2537331357074,8.70688675591961,3.31001384360838e-07,203124.Tery_4862,2.8000000000000003e-80,,240.0,"COG3293@1|root,COG3293@2|Bacteria,1G27P@1117|Cyanobacteria,1H9HV@1150|Oscillatoriales",1117|Cyanobacteria,L,PFAM Transposase,-,-,-,-,,-,Significant
NODE_277_length_13783_cov_464.293633_14,93.0703387756435,8.70799203001628,3.7859868600928905e-09,1210884.HG799468_gene13882,1.04e-08,,55.8,"COG3293@1|root,COG3293@2|Bacteria,2IX9I@203682|Planctomycetes",2|Bacteria,L,PFAM Transposase DDE domain,-,-,-,ko:K07492,,-,Significant
NODE_2888_length_933_cov_377.118451_1,56.4554568832828,8.71199551205101,2.20141008517496e-08,203124.Tery_1835,3.2800000000000003e-125,,402.0,"COG0739@1|root,COG1566@1|root,COG1572@1|root,COG3391@1|root,COG4932@1|root,COG0739@2|Bacteria,COG1566@2|Bacteria,COG1572@2|Bacteria,COG3391@2|Bacteria,COG4932@2|Bacteria,1GPV0@1117|Cyanobacteria,1HFQY@1150|Oscillatoriales",2|Bacteria,M,Ser-Thr-rich glycosyl-phosphatidyl-inositol-anchored membrane family,VPA1172,-,3.4.24.40,"ko:K01406,ko:K13276,ko:K20276",,"ko01503,ko02024,map01503,map02024",Significant
NODE_13792_length_386_cov_664.148036_1,56.5399026414987,8.71405051475968,2.52823113198128e-08,203124.Tery_2814,2.2e-66,,224.0,"COG1572@1|root,COG2931@1|root,COG1572@2|Bacteria,COG2931@2|Bacteria,1GQZ7@1117|Cyanobacteria,1HAG0@1150|Oscillatoriales",2|Bacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_3_length_123736_cov_497.957641_28,56.7234475511357,8.7188622217515,5.55875706666833e-08,203124.Tery_4805,8.140000000000001e-56,,174.0,"2EH0S@1|root,33ASU@2|Bacteria",2|Bacteria,-,-,-,-,-,-,,-,Significant
NODE_23_length_69785_cov_473.869353_48,56.7688166750133,8.71996281963418,1.62007546940265e-08,203124.Tery_3116,1.44e-38,,131.0,"arCOG11351@1|root,2ZF74@2|Bacteria,1G584@1117|Cyanobacteria,1HANR@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
NODE_683_length_4547_cov_479.690338_3,56.8728934883481,8.72267232497231,1.29451688078052e-07,203124.Tery_4892,9.82e-63,,192.0,"COG3415@1|root,COG3415@2|Bacteria,1G7A7@1117|Cyanobacteria,1HHJ2@1150|Oscillatoriales",1117|Cyanobacteria,L,COG3415 Transposase and inactivated derivatives,-,-,-,-,,-,Significant
NODE_65_length_44993_cov_454.311718_18,57.0626621927468,8.72745680953722,3.82846649933348e-08,203124.Tery_0787,2.04e-49,61.5,156.0,"COG3293@1|root,COG3293@2|Bacteria,1G0BW@1117|Cyanobacteria,1HDZD@1150|Oscillatoriales",1117|Cyanobacteria,L,Transposase DDE domain,-,-,-,ko:K07492,putative transposase,-,Significant
NODE_70_length_42625_cov_450.307494_10,57.0658324806886,8.72755819911919,1.23518024193862e-07,1144664.F973_02852,3.7e-07,,51.2,"COG3385@1|root,COG3385@2|Bacteria,1R8M9@1224|Proteobacteria,1S1W5@1236|Gammaproteobacteria,3NMWG@468|Moraxellaceae",1236|Gammaproteobacteria,L,Transposase DDE domain,-,-,-,-,,-,Significant
NODE_155_length_24774_cov_456.384077_17,57.2581277981718,8.73239678317659,4.79330755856364e-08,203124.Tery_3097,1.8e-39,51.0,131.0,"COG1662@1|root,COG1662@2|Bacteria",2|Bacteria,L,PFAM IS1 transposase,-,-,-,-,insertion element IS1 protein InsB,-,Significant
NODE_3077_length_887_cov_420.913462_1,2871.59585340427,8.73590313367819,7.551108260799991e-25,203124.Tery_1892,3.23e-60,,204.0,"COG2931@1|root,COG2931@2|Bacteria,1GD0Z@1117|Cyanobacteria,1HEQ0@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_132072_length_86_cov_664.129032_1,57.5266659681934,8.73901439435695,1.9259173623913e-08,203124.Tery_1974,8.35e-10,,58.2,"COG2931@1|root,COG2931@2|Bacteria,1GQZ6@1117|Cyanobacteria,1H9P5@1150|Oscillatoriales",1117|Cyanobacteria,Q,Bacterial pre-peptidase C-terminal domain,-,-,-,-,,-,Significant
NODE_16292_length_359_cov_517.361842_1,95.9302431611147,8.74304564235442,1.92987129619678e-10,203124.Tery_0122,2.76e-54,44.1,189.0,"COG0438@1|root,COG0457@1|root,COG4421@1|root,COG0438@2|Bacteria,COG0457@2|Bacteria,COG4421@2|Bacteria,1G2V7@1117|Cyanobacteria,1H9R5@1150|Oscillatoriales",1117|Cyanobacteria,G,TPR repeat Sel1-like repeat Tetratricopeptide TPR_3 Tetratricopeptide TPR_2,-,-,-,-,protein O-GlcNAc transferase [EC:2.4.1.255],-,Significant
NODE_61_length_46384_cov_510.178161_2,620.670713654731,8.74744955723947,5.33084357800532e-28,203124.Tery_2617,7.600000000000001e-119,,355.0,"COG0265@1|root,COG0265@2|Bacteria,1GQYZ@1117|Cyanobacteria,1HCZU@1150|Oscillatoriales",203124.Tery_2617|-,O,GUN4-like,-,-,-,-,,-,Significant
NODE_2187_length_1154_cov_539.900819_1,156.740411360799,8.75027974940582,4.0459017107034996e-13,203124.Tery_2034,9.96e-12,,64.3,"COG2931@1|root,COG2931@2|Bacteria,1G1I0@1117|Cyanobacteria,1H84J@1150|Oscillatoriales",1117|Cyanobacteria,Q,RTX toxins and related Ca2 binding proteins,-,-,-,-,,-,Significant
NODE_63_length_45946_cov_437.218714_8,166.024375118117,8.75436688575445,3.33477033568591e-10,203124.Tery_2296,1.3899999999999999e-68,,207.0,"291PQ@1|root,2ZP9U@2|Bacteria",2|Bacteria,-,-,-,-,-,-,,-,Significant
NODE_63_length_45946_cov_437.218714_46,58.3016265728856,8.75843481461015,2.02609561384485e-08,203124.Tery_2266,5.44e-24,,99.8,"COG0457@1|root,COG4421@1|root,COG0457@2|Bacteria,COG4421@2|Bacteria,1G20P@1117|Cyanobacteria,1H8AZ@1150|Oscillatoriales",1117|Cyanobacteria,L,Tetratricopeptide repeat,-,-,-,-,,-,Significant
NODE_137182_length_80_cov_533.560000_1,96.4717523562888,8.7587241007954,1.81705569239449e-10,203124.Tery_3305,4.48e-08,,53.1,"COG1403@1|root,COG3344@1|root,COG1403@2|Bacteria,COG3344@2|Bacteria,1G065@1117|Cyanobacteria,1H9JB@1150|Oscillatoriales",1117|Cyanobacteria,L,reverse transcriptase,-,-,2.7.7.49,ko:K00986,,-,Significant
NODE_43_length_57505_cov_386.879339_28,58.5456178511743,8.76441986549123,9.995391676569651e-09,56107.Cylst_1782,0.000192,,43.9,"COG2433@1|root,COG2433@2|Bacteria,1G93F@1117|Cyanobacteria",1117|Cyanobacteria,S,Pfam Transposase IS66,-,-,-,-,,-,Significant
NODE_80_length_38919_cov_869.755455_22,58.9409792217694,8.77417904131944,2.35661706248267e-08,56107.Cylst_1782,1.46e-05,,46.6,"COG2433@1|root,COG2433@2|Bacteria,1G93F@1117|Cyanobacteria",1117|Cyanobacteria,S,Pfam Transposase IS66,-,-,-,-,,-,Significant
NODE_33_length_62040_cov_935.996967_52,353.967073144421,8.77528871980836,2.82641620991726e-22,203124.Tery_1717,9.73e-19,,85.1,"2DBFF@1|root,2Z8YA@2|Bacteria,1G2KB@1117|Cyanobacteria,1HE5F@1150|Oscillatoriales",1117|Cyanobacteria,L,Helix-turn-helix of DDE superfamily endonuclease,-,-,-,-,,-,Significant
NODE_2088_length_1201_cov_626.743455_1,58.9982965193459,8.77545543210102,1.41861219959675e-08,203124.Tery_1890,2.82e-09,,56.6,"COG2304@1|root,COG2304@2|Bacteria",2|Bacteria,IU,oxidoreductase activity,-,-,-,-,,-,Significant
NODE_4157_length_728_cov_248.104012_1,287.657410112783,8.77808418502736,9.44269862174783e-21,203124.Tery_4120,3.75e-136,,426.0,"28J7U@1|root,2Z935@2|Bacteria,1G2DS@1117|Cyanobacteria,1H9GW@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
